timestamp,building_load_kw,solar_generation_kw,grid_capacity_kw,available_grid_capacity_kw,connected_ev_count
2026-01-01 00:00:00,96.40773313171464,0.0,300,203.59226686828538,21
2026-01-01 00:15:00,95.29576955027017,0.0,300,204.70423044972983,15
2026-01-01 00:30:00,94.42644429973707,0.0,300,205.57355570026294,15
2026-01-01 00:45:00,93.55857927595763,0.0,300,206.44142072404236,12
2026-01-01 01:00:00,92.63953196793312,0.0,300,207.36046803206688,12
2026-01-01 01:15:00,91.40671348974081,0.0,300,208.5932865102592,7
2026-01-01 01:30:00,90.1372931456457,0.0,300,209.86270685435431,5
2026-01-01 01:45:00,88.63546286544424,0.0,300,211.36453713455575,4
2026-01-01 02:00:00,87.66418937971945,0.0,300,212.33581062028054,4
2026-01-01 02:15:00,86.73986526394809,0.0,300,213.2601347360519,4
2026-01-01 02:30:00,85.96327893288806,0.0,300,214.03672106711196,4
2026-01-01 02:45:00,85.36007104012835,0.0,300,214.63992895987167,3
2026-01-01 03:00:00,85.01547729268826,0.0,300,214.98452270731173,3
2026-01-01 03:15:00,84.88901855605691,0.0,300,215.1109814439431,3
2026-01-01 03:30:00,84.86380952799543,0.0,300,215.13619047200456,3
2026-01-01 03:45:00,84.75686494221308,0.0,300,215.2431350577869,3
2026-01-01 04:00:00,84.55758908722741,0.0,300,215.44241091277257,3
2026-01-01 04:15:00,84.49746674412253,0.0,300,215.50253325587747,3
2026-01-01 04:30:00,84.27978240639668,0.0,300,215.7202175936033,2
2026-01-01 04:45:00,83.9360248898758,0.0,300,216.0639751101242,2
2026-01-01 05:00:00,83.49112373076677,0.0,300,216.5088762692332,2
2026-01-01 05:15:00,82.40660317222805,0.0,300,217.59339682777195,2
2026-01-01 05:30:00,81.02643897860892,0.0,300,218.97356102139108,2
2026-01-01 05:45:00,79.89113684687186,0.0,300,220.10886315312814,2
2026-01-01 06:00:00,78.4835873037512,0.7493230486424931,300,222.2657357448913,2
2026-01-01 06:15:00,76.39677842904175,3.562497537395448,300,227.1657191083537,1
2026-01-01 06:30:00,74.34912465744257,6.956369666082919,300,232.60724500864032,1
2026-01-01 06:45:00,72.51428185909242,11.149770188547222,300,238.6354883294548,0
2026-01-01 07:00:00,71.81785690560373,17.054623854357313,300,245.2367669487536,0
2026-01-01 07:15:00,72.54281923187331,23.003458882139885,300,250.4606396502666,0
2026-01-01 07:30:00,74.57779290864175,27.914407019636155,300,253.3366141109944,0
2026-01-01 07:45:00,77.76691558551941,33.79465271868683,300,256.0277371331674,0
2026-01-01 08:00:00,80.77940917750405,41.0241354086814,300,260.24472623117737,0
2026-01-01 08:15:00,84.0626473519892,48.31763207384048,300,264.25498472185126,0
2026-01-01 08:30:00,89.71883248673525,54.640875952014525,300,264.9220434652793,0
2026-01-01 08:45:00,95.11669988491172,59.4150966311153,300,264.2983967462036,0
2026-01-01 09:00:00,99.3386078490027,66.9476879202963,300,267.6090800712936,0
2026-01-01 09:15:00,102.29520421824755,70.63731092148507,300,268.3421067032375,0
2026-01-01 09:30:00,104.4347955897487,75.79176104272388,300,271.35696545297515,0
2026-01-01 09:45:00,105.81184673948329,75.8122251186772,300,270.00037837919393,0
2026-01-01 10:00:00,106.69453052610508,79.23432578301285,300,272.5397952569077,0
2026-01-01 10:15:00,107.07692758671568,83.09019517218414,300,276.0132675854685,0
2026-01-01 10:30:00,107.6297282483838,90.68675681772895,300,283.05702856934516,0
2026-01-01 10:45:00,108.0916162936434,94.46892736778472,300,286.3773110741413,0
2026-01-01 11:00:00,108.71497610567312,95.48228265562024,300,286.76730654994714,0
2026-01-01 11:15:00,109.50173083864009,98.73820574242065,300,289.23647490378056,0
2026-01-01 11:30:00,110.24330930449234,97.52643954326106,300,287.2831302387687,0
2026-01-01 11:45:00,110.69978984375742,98.71938763799895,300,288.0195977942416,0
2026-01-01 12:00:00,110.96242002297113,100.0,300,289.0375799770289,0
2026-01-01 12:15:00,111.02728379481371,96.60450909888232,300,285.57722530406863,2
2026-01-01 12:30:00,111.46057962021432,94.01101375358736,300,282.550434133373,4
2026-01-01 12:45:00,111.38404137448805,96.96421899103855,300,285.5801776165505,4
2026-01-01 13:00:00,110.44661775178234,94.72542398086343,300,284.27880622908106,4
2026-01-01 13:15:00,108.79689826208515,92.18894776397825,300,283.3920495018931,5
2026-01-01 13:30:00,108.145268938611,89.05319558866796,300,280.907926650057,6
2026-01-01 13:45:00,108.1016049275078,91.68410533991977,300,283.58250041241195,8
2026-01-01 14:00:00,108.58929589078838,82.78291464921237,300,274.193618758424,9
2026-01-01 14:15:00,108.68301232979024,79.72701949030545,300,271.0440071605152,14
2026-01-01 14:30:00,108.61307228921827,79.99402971481211,300,271.3809574255938,19
2026-01-01 14:45:00,108.2471387581836,73.53388147631459,300,265.286742718131,22
2026-01-01 15:00:00,108.00251298594226,73.53211118084685,300,265.5295981949046,27
2026-01-01 15:15:00,107.83339116141516,64.45921518951116,300,256.62582402809596,28
2026-01-01 15:30:00,107.88542778288183,63.417510495333175,300,255.53208271245134,33
2026-01-01 15:45:00,107.8576500781321,56.34981290106308,300,248.49216282293096,33
2026-01-01 16:00:00,107.32713978794226,50.857608606263526,300,243.53046881832125,34
2026-01-01 16:15:00,106.32960614396636,42.986936636889666,300,236.65733049292328,35
2026-01-01 16:30:00,105.61140298773915,36.9895308168694,300,231.37812782913025,34
2026-01-01 16:45:00,105.18237702804569,31.91689463110528,300,226.7345176030596,34
2026-01-01 17:00:00,104.23263700831652,25.796313555565376,300,221.56367654724886,35
2026-01-01 17:15:00,103.54164743724985,20.095546989817052,300,216.5538995525672,35
2026-01-01 17:30:00,103.09405366531838,14.472174570407986,300,211.37812090508962,35
2026-01-01 17:45:00,102.76827751559752,9.647396657713792,300,206.87911914211628,36
2026-01-01 18:00:00,102.82072935913271,5.549064755796101,300,202.7283353966634,36
2026-01-01 18:15:00,103.72441455184382,2.4516808955972413,300,198.7272663437534,36
2026-01-01 18:30:00,105.28341087307456,0.4127258789544972,300,195.12931500587993,36
2026-01-01 18:45:00,107.58607320785379,0.0,300,192.4139267921462,36
2026-01-01 19:00:00,109.44800439963697,0.0,300,190.55199560036303,36
2026-01-01 19:15:00,110.35432912944493,0.0,300,189.64567087055508,34
2026-01-01 19:30:00,110.49730420341102,0.0,300,189.50269579658897,36
2026-01-01 19:45:00,110.25796994422346,0.0,300,189.74203005577652,34
2026-01-01 20:00:00,109.42621542628287,0.0,300,190.57378457371715,35
2026-01-01 20:15:00,108.08196179489845,0.0,300,191.91803820510154,35
2026-01-01 20:30:00,107.0287965949865,0.0,300,192.9712034050135,35
2026-01-01 20:45:00,106.31502812874145,0.0,300,193.68497187125854,34
2026-01-01 21:00:00,105.44256253205774,0.0,300,194.55743746794226,35
2026-01-01 21:15:00,104.952198250768,0.0,300,195.047801749232,34
2026-01-01 21:30:00,105.07521844795846,0.0,300,194.92478155204154,32
2026-01-01 21:45:00,105.36872786793563,0.0,300,194.63127213206437,32
2026-01-01 22:00:00,104.13349848988786,0.0,300,195.86650151011213,31
2026-01-01 22:15:00,102.84602178754433,0.0,300,197.15397821245568,32
2026-01-01 22:30:00,101.76195031440913,0.0,300,198.23804968559085,31
2026-01-01 22:45:00,100.98053745645774,0.0,300,199.01946254354226,29
2026-01-01 23:00:00,100.39021905165026,0.0,300,199.60978094834974,30
2026-01-01 23:15:00,99.73876939201952,0.0,300,200.26123060798048,29
2026-01-01 23:30:00,98.97646908839211,0.0,300,201.0235309116079,28
2026-01-01 23:45:00,97.93514157494747,0.0,300,202.06485842505253,25
