timestamp,building_load_kw,solar_generation_kw,available_grid_capacity_kw,connected_ev_count,charging_power_kw,grid_import_kw,evs_charging
2026-01-01 00:00:00,96.40773313171464,0.0,203.59226686828535,21,100.0,196.40773313171462,18
2026-01-01 00:15:00,95.29576955027017,0.0,204.70423044972983,15,92.2,187.49576955027015,15
2026-01-01 00:30:00,94.42644429973708,0.0,205.57355570026297,15,77.6,172.02644429973708,13
2026-01-01 00:45:00,93.55857927595764,0.0,206.44142072404236,12,59.99999999999999,153.55857927595764,10
2026-01-01 01:00:00,92.63953196793312,0.0,207.36046803206688,12,58.03999999999999,150.67953196793312,10
2026-01-01 01:15:00,91.4067134897408,0.0,208.5932865102592,7,31.5,122.9067134897408,6
2026-01-01 01:30:00,90.1372931456457,0.0,209.86270685435431,5,21.5,111.6372931456457,3
2026-01-01 01:45:00,88.63546286544424,0.0,211.36453713455575,4,14.3,102.93546286544424,2
2026-01-01 02:00:00,87.66418937971945,0.0,212.33581062028057,4,3.3,90.96418937971944,1
2026-01-01 02:15:00,86.73986526394809,0.0,213.2601347360519,4,3.3,90.03986526394809,1
2026-01-01 02:30:00,85.96327893288806,0.0,214.03672106711196,4,3.3,89.26327893288806,1
2026-01-01 02:45:00,85.36007104012835,0.0,214.63992895987167,3,3.3,88.66007104012834,1
2026-01-01 03:00:00,85.01547729268826,0.0,214.98452270731173,3,3.3,88.31547729268826,1
2026-01-01 03:15:00,84.88901855605691,0.0,215.1109814439431,3,3.3,88.18901855605691,1
2026-01-01 03:30:00,84.86380952799543,0.0,215.13619047200456,3,3.3,88.16380952799543,1
2026-01-01 03:45:00,84.75686494221308,0.0,215.2431350577869,3,3.3,88.05686494221308,1
2026-01-01 04:00:00,84.55758908722741,0.0,215.44241091277257,3,3.3,87.85758908722741,1
2026-01-01 04:15:00,84.49746674412253,0.0,215.50253325587747,3,3.3,87.79746674412253,1
2026-01-01 04:30:00,84.27978240639668,0.0,215.7202175936033,2,0.0,84.27978240639668,0
2026-01-01 04:45:00,83.9360248898758,0.0,216.0639751101242,2,0.0,83.9360248898758,0
2026-01-01 05:00:00,83.49112373076677,0.0,216.5088762692332,2,0.0,83.49112373076677,0
2026-01-01 05:15:00,82.40660317222805,0.0,217.59339682777195,2,0.0,82.40660317222805,0
2026-01-01 05:30:00,81.02643897860892,0.0,218.97356102139108,2,0.0,81.02643897860892,0
2026-01-01 05:45:00,79.89113684687186,0.0,220.10886315312817,2,0.0,79.89113684687186,0
2026-01-01 06:00:00,78.4835873037512,0.7493230486424931,222.2657357448913,2,0.0,77.7342642551087,0
2026-01-01 06:15:00,76.39677842904175,3.562497537395448,227.1657191083537,1,0.0,72.8342808916463,0
2026-01-01 06:30:00,74.34912465744257,6.956369666082919,232.60724500864032,1,0.0,67.39275499135965,0
2026-01-01 06:45:00,72.51428185909242,11.149770188547222,238.6354883294548,0,0.0,61.3645116705452,0
2026-01-01 07:00:00,71.81785690560373,17.054623854357313,245.2367669487536,0,0.0,54.76323305124642,0
2026-01-01 07:15:00,72.54281923187331,23.003458882139885,250.4606396502666,0,0.0,49.53936034973343,0
2026-01-01 07:30:00,74.57779290864175,27.914407019636155,253.3366141109944,0,0.0,46.663385889005596,0
2026-01-01 07:45:00,77.76691558551941,33.79465271868683,256.0277371331674,0,0.0,43.97226286683259,0
2026-01-01 08:00:00,80.77940917750405,41.0241354086814,260.24472623117737,0,0.0,39.75527376882265,0
2026-01-01 08:15:00,84.0626473519892,48.31763207384048,264.25498472185126,0,0.0,35.74501527814872,0
2026-01-01 08:30:00,89.71883248673525,54.640875952014525,264.9220434652793,0,0.0,35.07795653472073,0
2026-01-01 08:45:00,95.11669988491172,59.4150966311153,264.2983967462036,0,0.0,35.70160325379643,0
2026-01-01 09:00:00,99.3386078490027,66.9476879202963,267.6090800712936,0,0.0,32.390919928706396,0
